stage,subject,domain,node_id,name,status,grade,difficulty,prerequisites,extends,curriculum_points,tree_file
middle,geography,世界地理,geo-m-continents-oceans,大洲大洋与海陆变迁,gap,7,,geo-m-globe-coordinates,,阅读世界地图，描述世界海陆分布状况，说出七大洲、四大洋的分布。；运用地图和相关资料，描述某大洲的地理位置，并依据大洲地理位置特点，判断大洲所处热量带和降水的空间分布概况。；学习本主题后，学生能够运用地图及其他地理工具，观察、描述地球表层陆地、海洋的基本面貌。,data/trees/cn/middle/geography.json
middle,geography,世界地理,geo-m-terrain-types,世界地形类型,gap,7,,geo-m-continents-oceans|geo-m-topographic-map,,通过阅读地形图、图像，观看影视资料，观察地形模型或实地考察等，区别山地、丘陵、高原、平原、盆地的形态特征。；在世界地形图上指出陆地主要地形和海底主要地形的分布，观察地形分布大势。,data/trees/cn/middle/geography.json
middle,geography,世界地理,geo-m-climate-basics,气候基础（天气/气温/降水）,gap,7,,geo-m-seasons-m,,收看天气预报节目，识别常见的天气符号，模拟播报天气。；结合实例，说明天气和气候对人们生产生活的影响。；阅读世界气候类型分布图，描述世界主要气候类型的分布特征；结合实例，说明纬度位置、海陆分布、地形等对气候的影响。,data/trees/cn/middle/geography.json
middle,geography,世界地理,geo-m-climate-m,世界气候类型与分布,gap,7,,geo-m-climate-basics,,阅读世界气候类型分布图，描述世界主要气候类型的分布特征；结合实例，说明纬度位置、海陆分布、地形等对气候的影响。；结合实例，说明天气和气候对人们生产生活的影响。；能够运用地图及其他地理工具，观察、描述地球表层陆地、海洋的基本面貌，说出地形、气候等自然环境要素的基本状况。,data/trees/cn/middle/geography.json
middle,geography,世界地理,geo-m-population-distribution,世界人口与人种,gap,7,,geo-m-climate-m,,运用地图和相关资料，描述并简要归纳世界人口数量变化和人口空间分布特点。；运用反映人种、语言、宗教、习俗等内容的图文资料，描述世界文化的丰富多彩，树立尊重世界文化多样性的意识。；能够观察、描述地球上人口、城乡、文化等人文环境要素的基本状况，以及人类活动对自然环境的影响。,data/trees/cn/middle/geography.json
middle,geography,世界地理,geo-m-world-countries,世界主要国家（日/俄/美/澳/巴西等）,gap,7,,geo-m-world-regions,,运用地图和相关资料，说出某国家的地理位置、范围、领土构成和首都，选择与该国地理位置差异明显的国家，比较它们纬度位置和海陆位置的差异。；运用地图和相关资料，描述某国家突出的自然地理特征。；运用地图和相关资料，说出某国家人文地理主要特点及其与自然地理环境的联系。；运用地图和相关资料，联系某国家的自然地理环境特点，结合实例简要分析该国因地制宜发展经济的途径。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-location,中国的地理位置与疆域,gap,8,,geo-m-continents-oceans,,运用地图，描述中国的地理位置与疆域特征，说明南海诸岛是中国领土的组成部分，钓鱼岛及其附属岛屿是中国固有领土，增强国家版图意识与海洋权益意识。；运用中国行政区划图，识别34个省级行政区，记住它们的简称和行政中心。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-overview,中国地理总论,gap,8,,geo-m-china-location,,运用地图，描述中国的地理位置与疆域特征，说明南海诸岛是中国领土的组成部分，钓鱼岛及其附属岛屿是中国固有领土，增强国家版图意识与海洋权益意识。；运用地图和相关资料，简要归纳中国地形、气候、河湖等的特征；简要分析影响中国气候的主要因素。；运用地图和相关资料，描述中国人口的基本状况和变化。简要归纳中国的民族分布特点，树立中华民族共同体意识。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-terrain,中国地形与地势,gap,8,,geo-m-china-location|geo-m-terrain-types,,运用地图和相关资料，简要归纳中国地形、气候、河湖等的特征；简要分析影响中国气候的主要因素。；运用地图、图像等资料，说明秦岭一淮河等重要自然地理界线在地理分区中的意义。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-climate,中国气候,gap,8,,geo-m-china-terrain|geo-m-climate-m,,运用地图和相关资料，简要归纳中国地形、气候、河湖等的特征；简要分析影响中国气候的主要因素。；学习本主题后，学生能够运用地图及其他地理工具，观察、描述地球表层陆地、海洋的基本面貌，说出地形、气候等自然环境要素的基本状况。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-rivers,中国河流湖泊,gap,8,,geo-m-china-climate,,运用地图和相关资料，描述长江、黄河的特点，举例说明其对经济发展和人们生活的影响。；能够运用地图及其他地理工具，观察、描述地球表层陆地、海洋的基本面貌，说出地形、气候等自然环境要素的基本状况，以及自然环境要素对人们生产生活的影响。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-population,中国人口与民族,gap,8,,geo-m-china-location,,运用地图和相关资料，描述中国人口的基本状况和变化。；运用地图和相关资料，简要归纳中国的民族分布特点，树立中华民族共同体意识。,data/trees/cn/middle/geography.json
middle,geography,中国地理,geo-m-china-resources,中国自然资源,gap,8,,geo-m-china-rivers,,运用地图和相关资料，描述中国水资源、土地资源、矿产资源、海洋资源等自然资源的主要特征，举例说明自然资源与人们生产生活的关系。；认识开发、利用、保护自然资源的重要意义。,data/trees/cn/middle/geography.json
middle,geography,中国经济地理,geo-m-china-industry,中国工业,gap,8,,geo-m-china-resources,,借助地图和相关资料，举例描述中国农业、工业等生产活动的分布，并用实例说明科学技术在产业发展中的重要作用。；运用地图和相关资料，说出某区域的地理位置和自然地理特征，说明自然条件对该区域经济社会发展的影响，认识因地制宜的重要性。,data/trees/cn/middle/geography.json
middle,geography,中国区域地理,geo-m-china-regions,中国四大地理区域,gap,8,,geo-m-china-climate|geo-m-china-terrain,,运用地图、图像等资料，说明秦岭一淮河等重要自然地理界线在地理分区中的意义。；运用地图和相关资料，说出某区域的地理位置和自然地理特征，说明自然条件对该区域经济社会发展的影响，认识因地制宜的重要性。；结合实例，描述不同区域的差异，说明区域联系和协同发展对经济社会发展的意义。,data/trees/cn/middle/geography.json
middle,geography,中国区域地理,geo-m-four-regions,北方、南方、西北、青藏地区,gap,8,,geo-m-china-regions,,运用地图、图像等资料，说明秦岭一淮河等重要自然地理界线在地理分区中的意义。；结合实例，描述不同区域的差异，说明区域联系和协同发展对经济社会发展的意义。,data/trees/cn/middle/geography.json
middle,geography,中国区域地理,geo-m-north-south,北方与南方地区对比,gap,8,,geo-m-four-regions,,运用地图和相关资料，说出某区域的地理位置和自然地理特征，说明自然条件对该区域经济社会发展的影响，认识因地制宜的重要性。；结合实例，描述不同区域的差异，说明区域联系和协同发展对经济社会发展的意义。,data/trees/cn/middle/geography.json
middle,geography,中国区域地理,geo-m-northwest-qinghai,西北与青藏地区,gap,8,,geo-m-four-regions,,运用地图和相关资料，说出某区域的地理位置和自然地理特征，说明自然条件对该区域经济社会发展的影响，认识因地制宜的重要性。；结合实例，描述不同区域的差异，说明区域联系和协同发展对经济社会发展的意义。,data/trees/cn/middle/geography.json
middle,geography,中国区域地理,geo-m-pearl-river-delta,珠江三角洲,gap,8,,geo-m-china-industry|geo-m-four-regions,,运用地图和相关资料，说出某区域的地理位置和自然地理特征，说明自然条件对该区域经济社会发展的影响，认识因地制宜的重要性。；结合实例，描述不同区域的差异，说明区域联系和协同发展对经济社会发展的意义。,data/trees/cn/middle/geography.json
middle,geography,中国区域地理,geo-m-yangtze-delta,长江三角洲,gap,8,,geo-m-china-industry|geo-m-four-regions,,运用地图和相关资料，描述长江、黄河的特点，举例说明其对经济发展和人们生活的影响。；运用地图和相关资料，说出某区域的地理位置和自然地理特征，说明自然条件对该区域经济社会发展的影响，认识因地制宜的重要性。,data/trees/cn/middle/geography.json
middle,history,中国古代史,hist-m-prehistoric,史前时期（元谋人/北京人/半坡/河姆渡）,gap,7,,,,通过了解元谋人、蓝田人、北京人等旧石器时代的人类及其文化遗存，知道中国境内原始社会时期的人类活动。；通过了解河姆渡、半坡、良渚、陶寺等新石器时代的文化遗存，知道中国的原始农耕生活。；了解私有制、阶级和早期国家的产生；知道考古发现是了解原始社会的重要依据。,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-early-civilizations,早期国家的形成,gap,7,,hist-m-prehistoric,,通过了解元谋人、蓝田人、北京人等旧石器时代的人类及其文化遗存，知道中国境内原始社会时期的人类活动；通过了解河姆渡、半坡、良渚、陶寺等新石器时代的文化遗存，知道中国的原始农耕生活。；了解私有制、阶级和早期国家的产生；知道考古发现是了解原始社会的重要依据；通过古代文献中记述的黄帝、炎帝等神话传说，了解其中蕴含的历史信息。；知道具有奴隶制特点的夏、商、西周王朝的建立与发展，了解西周分封制等重要制度。；能够了解中国古代历史的基本线索和重要的事件、人物、现象，知道重大史事发生的时间和地点、原因和结果，初步养成历史时序意识和历史空间感。,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-xia-shang-zhou,夏商西周,gap,7,,hist-m-prehistoric,,知道甲骨文是已知最早的汉字；通过了解甲骨文、青铜铭文、其他文献记载和典型器物，知道具有奴隶制特点的夏、商、西周王朝的建立与发展，了解西周分封制等重要制度。；通过了解这一时期的生产力水平和社会关系的变化，初步理解春秋时期诸侯争霸局面的形成、战国时期商鞅变法等改革和“百家争鸣”局面的产生。；能够了解中国古代历史的基本线索和重要的事件、人物、现象，知道重大史事发生的时间和地点、原因和结果，初步养成历史时序意识和历史空间感。；能够对中国古代历史上的重要事件、人物、现象等形成合理想象，进行初步分析，认识其意义和影响。,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-spring-autumn-warring,春秋战国,gap,7,,hist-m-xia-shang-zhou,,东周分为春秋、战国两个阶段。春秋时期，王室衰微，诸侯争霸，分封制度渐趋瓦解。战国时期，铁农具和牛耕的推广，促进了农业发展。各诸侯国的变法推动了社会进步，思想文化出现了“百家争鸣”的繁荣局面。；通过了解这一时期的生产力水平和社会关系的变化，初步理解春秋时期诸侯争霸局面的形成、战国时期商鞅变法等改革和“百家争鸣”局面的产生。；能够了解中国古代历史的基本线索和重要的事件、人物、现象，知道重大史事发生的时间和地点、原因和结果，初步养成历史时序意识和历史空间感。,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-qin-han-unification,秦汉大一统,gap,7,,hist-m-spring-autumn-warring,,通过了解秦朝统一、陈胜和吴广等领导的秦末农民起义、西汉“削藩”和尊崇儒术，知道统一多民族封建国家建立和早期发展的过程；通过了解休养生息政策、“文景之治”、张骞通西域、“丝绸之路”的开辟、汉武帝的大一统，知道西汉从建立之初的社会残破发展到国力强盛的变化及原因；能够通过中国古代历史发展的总体趋势，认识统一多民族国家形成、巩固和发展的重要历史意义,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-tang-song-prosperity,唐宋繁荣,gap,7,,hist-m-three-kingdoms-sui-tang,,通过了解隋朝的兴亡、“贞观之治”与“开元盛世”，知道隋朝速亡和唐朝兴盛的原因；了解科举制度创建、大运河开通、文成公主入藏、鉴真东渡、玄奘西行等史事，从制度、经济、文学艺术、民族交往、中外文化交流等方面认识隋唐王朝在世界历史上的重要地位。；认识北宋面临的新形势，了解辽、宋、西夏的并立与北宋强化中央集权和重文轻武的政策；通过了解宋金之战、南宋偏安和南方地区的经济繁荣，知道中国古代经济重心的进一步南移；通过了解蒙古兴起和元朝统一，设立行省、宣政院等制度，知道西藏在元代正式纳入中国版图，理解元朝统一对中华民族进一步交融的重要意义；通过了解这一时期的城市和商业发展、科技创新、文学艺术成就和对外交流，认识宋元时期繁荣的经济、文化在中国历史上的；能够了解中国古代历史的基本线索和重要的事件、人物、现象，知道重大史事发生的时间和地点、原因和结果，初步养成历史时序意识和历史空间感。；能够通过中国古代的经济、科技成就，了解生产力发展对政治、社会、文化变革的推动作用；通过古代历史上治乱兴衰的史事，认识阶级社会中阶级斗争在历史发展中的作用。,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-ming-qing-decline,明清衰落与闭关锁国,gap,7,,hist-m-song-yuan-ming-qing,,通过了解明清时期加强皇权的举措，初步认识君主专制带来的社会弊端；通过了解明清时期的经济改革和全球性经济互动，初步认识这一阶段中国经济发展的内因和外因。；通过郑和下西洋、戚继光抗倭等史事，了解明朝的对外关系；通过了解郑成功收复台湾、清朝在台湾的建制、册封达赖和班禅以及设置驻藏大臣等中央政权在边疆地区的各种举措，认识西藏地区、新疆地区、南海诸岛、台湾及其包括钓鱼岛在内的附属岛屿是中国的领土，理解统一多民族国家版图奠定的重要意义。；通过了解《本草纲目》《天工开物》《农政全书》，认识明朝的科技成就及其影响；通过了解小说、戏曲的繁荣，知道明清时期文学艺术的特色；通过明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。,data/trees/cn/middle/history.json
middle,history,中国古代史,hist-m-ancient-culture,中国古代文化成就,gap,7,,hist-m-song-yuan-ming-qing,,通过了解这一时期的科技和艺术成就，如祖冲之的数学成就，认识传统文化的继承与创新。；通过印刷术、指南针、火药的应用和外传，认识中国古代的重要发明对世界文明发展的贡献。；通过了解《本草纲目》《天工开物》《农政全书》，认识明朝的科技成就及其影响。；能够通过中国古代的经济、科技成就，了解生产力发展对政治、社会、文化变革的推动作用。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-opium-war,鸦片战争,gap,8,,hist-m-song-yuan-ming-qing,,中国封建社会到1840年鸦片战争爆发后逐步解体。；通过明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-opium-war-era,鸦片战争后的中国,gap,8,,hist-m-opium-war,,通过明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。；了解中国历史上的英雄人物，崇尚英雄气概，传承民族气节；培育和践行社会主义核心价值观。；能够从历史的角度认识中国国情，认识中华民族多元一体的历史发展趋势，增强热爱家乡、热爱祖国的情感。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-taiping-westernization,太平天国运动与洋务运动,gap,8,,hist-m-opium-war,,通过明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。；通过了解郑和下西洋、戚继光抗倭等史事，了解明朝的对外关系。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-reform-1898,戊戌变法,gap,8,,hist-m-taiping-westernization,,通过明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。；能够对中国古代历史上的重要事件、人物、现象等形成合理想象，进行初步分析，认识其意义和影响。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-reform-revolution,改革与革命,gap,8,,hist-m-reform-1898,,中国近代史始于1840年鸦片战争，止于1949年中华人民共和国成立，重点叙述近代以来中国人民为争取民族独立、人民解放和实现国家富强、人民幸福而不懈奋斗的历程。；通过了解林则徐虎门销烟、英法联军火烧圆明园、俄国割占中国北方大片领土等史事，认识列强侵华对中国社会的影响。；通过了解洋务运动、戊戌变法、辛亥革命、新文化运动等史事，认识近代中国人民为救亡图存进行的艰难探索。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-xinhai-revolution,辛亥革命,gap,8,,hist-m-reform-1898,,通过了解辛亥革命，认识推翻帝制、建立民国的意义与局限性。；能够了解中国近代历史的基本线索和重要的事件、人物、现象，知道重大史事发生的时间和地点、原因和结果。；通过近代中国人民救亡图存的史事，体会中华民族英勇不屈的精神，认识没有中国共产党就没有新中国的道理。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-cpc-founding,中国共产党的诞生,gap,8,,hist-m-may-fourth-movement,,通过了解明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。；了解中国历史上的英雄人物，崇尚英雄气概，传承民族气节；培育和践行社会主义核心价值观，把握习近平新时代中国特色社会主义思想的核心要义，树立中国特色社会主义道路自信、理论自信、制度自信、文化自信。；能够从历史的角度认识中国国情，认识中华民族多元一体的历史发展趋势，增强热爱家乡、热爱祖国的情感，铸牢中华民族共同体意识。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-northern-expedition,北伐战争与南京国民政府,gap,8,,hist-m-cpc-founding,,通过了解明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。；能够通过古代历史上治乱兴衰的史事，认识阶级社会中阶级斗争在历史发展中的作用。；围绕中国古代历史上重大的、综合性的问题进行探究并展开讨论，如“统一多民族封建国家建立与巩固的重要意义”。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-new-democratic-revolution,新民主主义革命,gap,8,,hist-m-liberation-war,,中国近代史内容要求：了解新民主主义革命的兴起，知道五四运动、中国共产党的成立、井冈山革命根据地的创建、红军长征等重大史事。；中国近代史内容要求：认识中国共产党领导的新民主主义革命的意义，理解新民主主义革命胜利是近代以来中国人民反抗外来侵略和封建统治斗争的继续和发展。,data/trees/cn/middle/history.json
middle,history,中国近代史,hist-m-modern-china-development,新中国成立与发展,gap,8,,hist-m-new-democratic-revolution,,通过了解明末李自成起义，清中叶以来的政治腐败、故步自封和19世纪的国际局势，认识当时中国社会面临的严重危机。；能够通过中国古代历史上治乱兴衰的史事，认识阶级社会中阶级斗争在历史发展中的作用。,data/trees/cn/middle/history.json
middle,history,世界古代史,hist-m-ancient-civilizations,古代亚非文明（古埃及/古巴比伦/古印度）,gap,9,,,,世界古代史课程内容包括区域文明的多元发展，使学生了解人类文明从分散到整体的历程。；通过了解古代主要文明区域，认识世界古代文明的多元特点，理解人类文明的共同价值。；能够将事件、人物、现象等置于历史发展的特定或总体进程及具体的地理空间中加以考察。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-modern-world-formation,资本主义制度初步确立,gap,9,,hist-m-renaissance,,世界近代史：资本主义发展、社会主义运动和民族解放运动。；了解人类文化的多样性，理解和尊重世界各国、各民族的文化传统，认识中国历史与世界历史相互关联。；学生通过学习不同历史时期各个方面的史实，了解人类社会从分散到整体、从低级到高级的发展历程。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-american-revolution,美国独立战争,gap,9,,hist-m-english-revolution,,世界近代史：资本主义发展、社会主义运动和民族解放运动。；了解人类文化的多样性，理解和尊重世界各国、各民族的文化传统，认识中国历史与世界历史相互关联。；能够从历史发展的角度认识其地位和作用。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-french-revolution,法国大革命,gap,9,,hist-m-english-revolution,,世界近代史的内容要求包括：资本主义发展、社会主义运动和民族解放运动。；通过了解法国大革命，理解资本主义制度的确立和扩展，以及其对世界历史进程的影响。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-industrial-revolution-modernization,工业革命与近代化,gap,9,,hist-m-industrial-revolution,,世界近代史内容要求：了解资本主义发展、社会主义运动和民族解放运动。；课程内容结构示意图：世界近代史对应“资本主义发展、社会主义运动和民族解放运动”。；历史课程内容按照历史时序展示中外历史发展基本过程，把握不同历史时期的时代特征。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-ww1,第一次世界大战,gap,9,,hist-m-industrial-revolution,,初中9年级学段目标：理解并掌握「第一次世界大战」的基本概念与方法；学业要求：能在真实情境中识别、运用「第一次世界大战」解决问题；活动建议：通过观察、实验、练习、讨论等方式深化对「第一次世界大战」的理解,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-world-wars-cold-war,两次世界大战与冷战,gap,9,,hist-m-ww2,,世界现代史部分应包含战争与革命、和平与发展等主题，了解两次世界大战与冷战等重大历史事件。；通过了解两次世界大战、冷战等重大历史事件，认识战争与革命、和平与发展是20世纪世界历史的重要主题。；能够初步学会在唯物史观指导下，分析两次世界大战与冷战等重大历史事件的原因、过程和影响。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-cold-war,冷战格局,gap,9,,hist-m-russian-revolution|hist-m-ww2,,世界现代史部分应包含冷战与两极格局的内容，使学生了解二战后国际关系的基本格局。；通过了解冷战的形成与两极格局的演变，认识其对世界局势的深远影响。；引导学生分析冷战时期的重大事件，理解国际力量对比的变化及其历史意义。,data/trees/cn/middle/history.json
middle,history,世界近现代史,hist-m-globalization,全球化与多极化,gap,9,,hist-m-cold-war,,初中9年级学段目标：理解并掌握「全球化与多极化」的基本概念与方法；学业要求：能在真实情境中识别、运用「全球化与多极化」解决问题；活动建议：通过观察、实验、练习、讨论等方式深化对「全球化与多极化」的理解,data/trees/cn/middle/history.json
